"word","results","seed","hansardcount","valence","manualflag"
"dedicated",0.813036189734087,0,6386,"Pos",0
"baccalaureate",0.812229712540854,0,721,"Pos",0
"partnered",0.811442253295382,0,101,"Pos",0
"outstanding",0.810819691689032,0,9175,"Pos",0
"presentation",0.810778908269228,0,2882,"Pos",0
"airy",0.810031315229087,0,67,"Pos",0
"creations",0.809572071848455,0,96,"Pos",0
"versatility",0.808612586161709,0,71,"Pos",0
"artist",0.808433200089809,0,247,"Pos",0
"talented",0.808341617472671,0,1314,"Pos",0
"blend",0.807778339958273,0,226,"Pos",0
"gifted",0.806692167971218,0,407,"Pos",0
"fellowships",0.805744389972821,0,47,"Pos",0
"accomplished",0.805282871908072,0,492,"Pos",0
"finest",0.804396012032474,0,1878,"Pos",0
"crafts",0.803993893471068,0,184,"Pos",0
"vibrant",0.802396552280304,0,1966,"Pos",0
"fellowship",0.801979183249526,0,277,"Pos",0
"visionary",0.801323344939648,0,342,"Pos",0
"prestigious",0.799222466793425,0,364,"Pos",0
"chef",0.799133961016545,0,134,"Pos",0
"cooperative",0.799085034388961,0,28,"Pos",0
"nurturing",0.798622528760293,0,268,"Pos",0
"architecture",0.797812239545263,0,1674,"Pos",0
"vantage",0.797368745252917,0,81,"Pos",0
"ensemble",0.796758917310629,0,15,"Pos",0
"mentoring",0.796742264578585,0,1022,"Pos",0
"academy",0.795711353173848,0,5997,"Pos",0
"incomparable",0.795376400326623,0,65,"Pos",0
"interactive",0.794658281305622,0,345,"Pos",0
"gift",0.793951953785225,0,2502,"Pos",0
"grammy",0.790005846715955,0,1,"Pos",0
"selected",0.7882023216052,0,5133,"Pos",0
"inaugurate",0.785963090798796,0,15,"Pos",0
"renowned",0.77972572948054,0,1031,"Pos",0
"bistro",0.779345863885938,0,9,"Pos",0
"scholarship",0.778240272764447,0,399,"Pos",0
"cultivate",0.778209674848704,0,89,"Pos",0
"educational",0.777998379072999,0,14389,"Pos",1
"richly",0.777875379610961,0,347,"Pos",0
"fellows",0.777710189720705,0,170,"Pos",0
"offering",0.777407638002727,0,8641,"Pos",0
"mba",0.777099889163719,0,40,"Pos",0
"awards",0.776577796687103,0,3251,"Pos",0
"entree",0.776332452977438,0,4,"Pos",0
"selecting",0.775646877534421,0,952,"Pos",0
"inclusive",0.775511062661529,0,2403,"Pos",0
"gracious",0.774066135448488,0,3909,"Pos",0
"enjoys",0.773963030527764,0,1560,"Pos",0
"dining",0.773850946909729,0,411,"Pos",0
"impart",0.773811959588908,0,164,"Pos",0
"dedicate",0.773372836778839,0,211,"Pos",0
"floral",0.773196427317246,0,21,"Pos",0
"panoramic",0.772925906100496,0,16,"Pos",0
"repertoire",0.771830832986957,0,42,"Pos",0
"harmonious",0.771220109963995,0,244,"Pos",0
"dove",0.768905993146084,0,79,"Pos",0
"diverse",0.768298929327272,0,3824,"Pos",0
"designer",0.76825224393676,0,255,"Pos",0
"brilliant",0.768138854454774,0,3487,"Pos",0
"distinguished",0.767256860288267,0,6675,"Pos",0
"jazz",0.767174737108631,0,173,"Pos",0
"menu",0.766919187556961,0,563,"Pos",0
"musicianship",0.766512452421743,0,1,"Pos",0
"ideally",0.766277556839549,0,1052,"Pos",0
"vineyard",0.764296513298801,0,96,"Pos",0
"provides",0.764227361179559,0,29910,"Pos",1
"ryman",0.763690173578269,0,13,"Pos",1
"skills",0.763636898980365,0,41206,"Pos",0
"complimentary",0.763630049055402,0,380,"Pos",0
"communicator",0.762697917377161,0,19,"Pos",0
"esteemed",0.761809067264996,0,293,"Pos",0
"collaborative",0.76147942009219,0,996,"Pos",0
"specialism",0.761160409579877,0,304,"Pos",0
"guest",0.760735721264383,0,646,"Pos",0
"holds",0.759862388618622,0,3781,"Pos",0
"breakfast",0.758784924651268,0,2436,"Pos",0
"designers",0.758700020151988,0,255,"Pos",0
"impressive",0.758067902086996,0,3473,"Pos",0
"namesake",0.757954559342448,0,107,"Pos",0
"inspiration",0.757791417156082,0,1261,"Pos",0
"explore",0.757516724840511,0,5648,"Pos",0
"imaginative",0.757497756667084,0,2234,"Pos",0
"guide",0.75633347194745,0,3515,"Pos",0
"godolphin",0.756275192362389,0,4,"Pos",1
"serves",0.755327562749497,0,4521,"Pos",0
"partnering",0.7550891655188,0,286,"Pos",0
"qualities",0.754625115057259,0,1523,"Pos",0
"gcses",0.753673942179623,0,1681,"Pos",1
"endow",0.752710071416564,0,43,"Pos",0
"workshop",0.752189960113037,0,432,"Pos",0
"clore",0.751985285501142,0,9,"Pos",1
"sustainable",0.751458815146692,0,22016,"Pos",0
"horticulturist",0.751062909920459,0,5,"Pos",0
"scenic",0.750979865045827,0,113,"Pos",0
"courses",0.750388499421074,0,7525,"Pos",0
"pairing",0.749363567859033,0,131,"Pos",0
"strives",0.748487024647384,0,69,"Pos",0
"decorator",0.748146058539131,0,12,"Pos",0
"guides",0.748077331816585,0,578,"Pos",0
"congratulations",0.747352277138317,0,4018,"Pos",0
"coty",0.746914005105321,0,3,"Pos",1
"suited",0.746811847774836,0,1281,"Pos",0
"lotus",0.746722472465726,0,235,"Pos",0
"humanities",0.746382222065002,0,231,"Pos",0
"integrated",0.745278181332102,0,8504,"Pos",0
"skill",0.745145739812491,0,4421,"Pos",0
"charm",0.745140792594341,0,584,"Pos",0
"shared",0.744905114131068,0,14695,"Pos",0
"storytelling",0.743903395661325,0,9,"Pos",0
"arboretum",0.743845296431971,0,104,"Pos",0
"repertory",0.743791517576061,0,22,"Pos",0
"dish",0.743451098557635,0,182,"Pos",0
"complementing",0.743197140216734,0,158,"Pos",0
"keynote",0.742576227681436,0,112,"Pos",0
"selection",0.742504307323872,0,6046,"Pos",0
"guests",0.741699474951518,0,311,"Pos",0
"finder",0.741391294536438,0,115,"Pos",0
"pioneer",0.741062371585852,0,357,"Pos",0
"artisan",0.74105298845533,0,27,"Pos",0
"terrific",0.740672130820253,0,761,"Pos",0
"finisher",0.740022514207006,0,2,"Pos",0
"performer",0.739472008731974,0,154,"Pos",0
"photography",0.739469382126196,0,146,"Pos",0
"preferred",0.739102327019225,0,4434,"Pos",0
"filmfare",0.738292979222003,0,1,"Pos",0
"bodied",0.737792301021766,0,306,"Pos",0
"humble",0.737639992470684,0,1493,"Pos",0
"singers",0.73751478093447,0,84,"Pos",0
"classy",0.737415876697476,0,10,"Pos",0
"carnegie",0.737396201273877,0,51,"Pos",0
"welcoming",0.736505918857731,0,5351,"Pos",0
"impressed",0.735806767904976,0,4789,"Pos",0
"designing",0.735472488064014,0,874,"Pos",0
"design",0.735384759373349,0,8274,"Pos",0
"performs",0.735019806296076,0,678,"Pos",0
"clio",0.734912260219562,0,6,"Pos",1
"authentic",0.734872410353797,0,414,"Pos",0
"dine",0.734536939614174,0,86,"Pos",0
"curriculum",0.734158954638797,0,6907,"Pos",0
"library",0.733786954174074,0,11642,"Pos",1
"teaching",0.73284480074877,0,11608,"Pos",0
"choreographers",0.732641026374968,0,5,"Pos",0
"master",0.732518682662471,0,1925,"Pos",0
"adventurous",0.732412697309688,0,158,"Pos",0
"offered",0.730584302029709,0,17434,"Pos",1
"forge",0.730383125065354,0,643,"Pos",0
"suitable",0.729949946843574,0,7316,"Pos",0
"craftsmanship",0.727492740775831,0,63,"Pos",0
"artists",0.72726979084992,0,743,"Pos",0
"polished",0.727123722396533,0,93,"Pos",0
"directorial",0.727078089215016,0,4,"Pos",0
"perfectly",0.726779433189433,0,19339,"Pos",0
"devoted",0.72650150265157,0,3034,"Pos",0
"studio",0.72648480545138,0,432,"Pos",0
"scout",0.725274293816808,0,514,"Pos",0
"signature",0.724992697284058,0,1117,"Pos",0
"scalable",0.724982081467144,0,19,"Pos",0
"dazzling",0.724941049290189,0,33,"Pos",0
"personable",0.724688667173022,0,21,"Pos",0
"banquet",0.724308887713699,0,60,"Pos",0
"sculpture",0.723423011663007,0,88,"Pos",0
"founders",0.722198698537613,0,198,"Pos",0
"offerings",0.721937735212505,0,118,"Pos",0
"entrepreneur",0.72100799772373,0,440,"Pos",0
"hosting",0.720647311269097,0,1089,"Pos",0
"delivers",0.720502220082758,0,2938,"Pos",0
"imparts",0.719735048285356,0,13,"Pos",0
"invited",0.719323653363849,0,5998,"Pos",0
"clwydian",0.718955995807148,0,18,"Pos",1
"handsome",0.71875444892612,0,202,"Pos",0
"palette",0.718373251893969,0,15,"Pos",0
"courtesy",0.717916641219082,0,3972,"Pos",0
"preparatory",0.717593617510233,0,881,"Pos",0
"rustic",0.71756519172603,0,8,"Pos",0
"dedication",0.717475636671676,0,2937,"Pos",0
"prep",0.717445257414309,0,71,"Pos",0
"choreography",0.717286710451569,0,57,"Pos",0
"warmly",0.716778255725116,0,6566,"Pos",0
"contribution",0.715778906647829,0,46131,"Pos",0
"vocational",0.715550609214848,0,4201,"Pos",0
"dinner",0.715503860878392,0,1723,"Pos",0
"gala",0.715502440883811,0,120,"Pos",0
"enhance",0.715126910472258,0,6103,"Pos",0
"troupe",0.715056001381762,0,24,"Pos",0
"mentorship",0.714346121563223,0,2,"Pos",0
"musicians",0.714168931567509,0,609,"Pos",0
"inventive",0.714158297026549,0,177,"Pos",0
"niche",0.71396411280556,0,519,"Pos",0
"pavilion",0.713477026855523,0,713,"Pos",0
"achieves",0.71342625475841,0,1510,"Pos",0
"clientele",0.713205801469211,0,79,"Pos",0
"greetings",0.712997974770714,0,145,"Pos",0
"hosted",0.712692260778934,0,1090,"Pos",0
"offer",0.712592313474531,0,37908,"Pos",0
"ict",0.712145502623742,0,377,"Pos",1
"fragrance",0.711948003058912,0,9,"Pos",0
"achievements",0.711737052399908,0,5415,"Pos",0
"exclusive",0.711611623612895,0,2053,"Pos",0
"spirit",0.71155562827274,0,12674,"Pos",0
"embodies",0.711366122169814,0,266,"Pos",0
"beautifully",0.711154868617107,0,316,"Pos",0
"companion",0.711007354879609,0,214,"Pos",0
"arranges",0.711002965407324,0,53,"Pos",0
"fuller",0.710968527826281,0,1354,"Pos",0
"lively",0.710842160067169,0,1213,"Pos",0
"harmoniously",0.710375738653503,0,46,"Pos",0
"opportunity",0.710318307273984,0,114780,"Pos",0
"amberley",0.708920090260764,0,13,"Pos",1
"celebrate",0.708351516555672,0,4655,"Pos",0
"postgraduate",0.708051445351759,0,719,"Pos",0
"founding",0.707950344300323,0,817,"Pos",0
"curator",0.70791432688521,0,57,"Pos",0
"features",0.707833754731452,0,3542,"Pos",0
"brainchild",0.707695714879493,0,72,"Pos",0
"informative",0.707413504139589,0,940,"Pos",0
"musical",0.707348954195926,0,464,"Pos",0
"customised",0.707011669869095,0,40,"Pos",0
"stead",0.706542910470202,0,437,"Pos",0
"stuffit",0.706444684348196,0,1,"Pos",1
"cuisine",0.706430992284363,0,42,"Pos",0
"tours",0.70615878907043,0,723,"Pos",0
"celebrates",0.706021929299815,0,260,"Pos",0
"caters",0.705945716948108,0,185,"Pos",0
"balanced",0.705899286692204,0,7863,"Pos",0
"instruction",0.705883547584686,0,1729,"Pos",0
"interpretive",0.704984167006547,0,57,"Pos",0
"mastery",0.704911817452258,0,124,"Pos",0
"prize",0.704894518540078,0,2300,"Pos",0
"proportioned",0.704888740039665,0,11,"Pos",0
"prizes",0.704824313917204,0,794,"Pos",0
"harmony",0.704769757042592,0,973,"Pos",0
"boutique",0.704760444687169,0,18,"Pos",0
"gives",0.704700692913542,0,26270,"Pos",0
"choosing",0.704212361913852,0,3443,"Pos",0
"garden",0.704172066309533,0,3193,"Pos",0
"opportunities",0.704153958589853,0,35094,"Pos",0
"seamless",0.70400780463249,0,746,"Pos",0
"graduate",0.70398304924099,0,2227,"Pos",0
"integrates",0.703181748849526,0,61,"Pos",0
"appreciated",0.703058278797409,0,3657,"Pos",0
"boast",0.70211468801496,0,1021,"Pos",0
"dessert",0.70164219251089,0,15,"Pos",0
"attractive",0.701343320612354,0,6412,"Pos",0
"heritage",0.701242299116947,0,8781,"Pos",0
"majestic",0.701206872071961,0,60,"Pos",0
"entrepreneurship",0.700722817115785,0,737,"Pos",0
"earned",0.700589657697645,0,2803,"Pos",0
"dreamcoat",0.700065279372349,0,2,"Pos",0
"stylish",0.699953877607216,0,25,"Pos",0
"blends",0.69986640173281,0,25,"Pos",0
"decorate",0.698817799224828,0,28,"Pos",0
"rumaila",0.698584471325074,0,11,"Pos",1
"music",0.698016796106662,0,4780,"Pos",0
"exciting",0.697880022819748,0,4151,"Pos",0
"achieve",0.697403577413276,0,46080,"Pos",0
"wines",0.697176417936609,0,166,"Pos",0
"neighbourliness",0.697022683189118,0,62,"Pos",0
"endeavours",0.696733182616375,0,1472,"Pos",0
"occupies",0.696725858499704,0,411,"Pos",0
"collection",0.696717561027767,0,5870,"Pos",0
"combining",0.696670006943154,0,898,"Pos",0
"cake",0.696659411821589,0,1094,"Pos",0
"tolerably",0.696456548978827,0,28,"Pos",0
"refreshments",0.695839055053783,0,67,"Pos",0
"lecture",0.695500482046251,0,1910,"Pos",0
"desserts",0.69542991948386,0,21,"Pos",0
"wholesome",0.695008525135935,0,134,"Pos",0
"foundation",0.694842710952327,0,13201,"Pos",1
"includes",0.694705308991873,0,16341,"Pos",1
"scholarships",0.694563347766899,0,332,"Pos",0
"teas",0.694263090391686,0,25,"Pos",0
"celebrated",0.694123661355008,0,1289,"Pos",0
"hatchback",0.693776258147989,0,5,"Pos",0
"advancement",0.693270142504543,0,543,"Pos",0
"desired",0.693135700317822,0,1645,"Pos",0
"gallery",0.69249784774057,0,1889,"Pos",0
"alumnus",0.69210863395134,0,25,"Pos",0
"toastmaster",0.692078449881742,0,4,"Pos",0
"architectural",0.691749498253664,0,470,"Pos",0
"promote",0.690884000205523,0,18459,"Pos",0
"hone",0.690783965750732,0,76,"Pos",0
"expertise",0.690137550774802,0,14178,"Pos",0
"chefs",0.689876423942244,0,128,"Pos",0
"creativity",0.689699069206211,0,848,"Pos",0
"professorship",0.689393289816055,0,8,"Pos",0
"buffet",0.689346930095842,0,55,"Pos",0
"honor",0.689248419753955,0,18,"Pos",0
"affords",0.689242790314289,0,370,"Pos",0
"flower",0.689178227077035,0,358,"Pos",0
"cakes",0.688994693196839,0,132,"Pos",0
"tailored",0.68877971593802,0,1460,"Pos",0
"nook",0.688680266321053,0,92,"Pos",0
"bright",0.688654610358737,0,1983,"Pos",0
"earn",0.688239470833651,0,5808,"Pos",0
"collaboration",0.688162171291966,0,2964,"Pos",0
"presentations",0.688132573992105,0,327,"Pos",0
"pkf",0.687870016321446,0,25,"Pos",1
"attain",0.687494625797291,0,549,"Pos",0
"elementary",0.687218730235404,0,353,"Pos",0
"works",0.686390767947934,0,24184,"Pos",0
"sculptor",0.686162904907827,0,8,"Pos",0
"pianist",0.686115020601821,0,30,"Pos",0
"achieving",0.685857538718557,0,11718,"Pos",0
"chose",0.68559276982307,0,5801,"Pos",0
"renaissance",0.685399121782075,0,879,"Pos",0
"compose",0.68520230532365,0,60,"Pos",0
"instructional",0.684949645685903,0,12,"Pos",0
"msc",0.684910418341789,0,240,"Pos",0
"awardee",0.684457607834287,0,1,"Pos",0
"undergraduate",0.684263915459395,0,441,"Pos",1
"quartet",0.684047332865542,0,662,"Pos",0
"architect",0.683781217046388,0,625,"Pos",0
"theatre",0.683745603675533,0,4111,"Pos",0
"art",0.683379716208732,0,3639,"Pos",0
"enables",0.682792919879692,0,5244,"Pos",0
"articulate",0.682771634615509,0,1212,"Pos",0
"mfa",0.682769925298435,0,182,"Pos",0
"admire",0.682690069764686,0,1860,"Pos",0
"fabulous",0.682411505056155,0,480,"Pos",0
"exhibits",0.682127978161523,0,185,"Pos",0
"assemble",0.681766550124881,0,308,"Pos",0
"athletic",0.681691945887801,0,179,"Pos",0
"teamwork",0.681670276469871,0,222,"Pos",0
"vectra",0.681602042221157,0,13,"Pos",1
"holistic",0.681247858846749,0,1063,"Pos",0
"beauty",0.681144460419246,0,2309,"Pos",0
"beginner",0.681113672924831,0,9,"Pos",0
"songwriter",0.68044671006617,0,17,"Pos",0
"dearne",0.680321568900772,0,359,"Pos",1
"violinist",0.679522692367805,0,14,"Pos",0
"strive",0.679264348748261,0,1057,"Pos",0
"composition",0.678919615844978,0,2460,"Pos",0
"muse",0.678768684637886,0,26,"Pos",0
"inspirational",0.678356660066163,0,676,"Pos",0
"exhibitions",0.67815611668339,0,365,"Pos",0
"lucid",0.677511662700756,0,265,"Pos",0
"exhibition",0.677472655830415,0,1237,"Pos",0
"build",0.677237220393633,0,33061,"Pos",0
"distinctive",0.677204037091504,0,1129,"Pos",0
"workshops",0.676888969378407,0,485,"Pos",0
"gardens",0.676446497181804,0,2370,"Pos",0
"craft",0.676112673547004,0,727,"Pos",0
"birthday",0.676085772075555,0,2169,"Pos",0
"innovation",0.675939359432934,0,13024,"Pos",0
"sportsman",0.675724059407179,0,53,"Pos",0
"oralist",0.675672568171677,0,1,"Pos",0
"outreach",0.675500737377893,0,1184,"Pos",0
"comprises",0.675323107207182,0,1096,"Pos",0
"choreographer",0.675015509846593,0,4,"Pos",0
"furnished",0.674720451599603,0,272,"Pos",0
"gospel",0.674578810615854,0,255,"Pos",0
"mates",0.674255180164404,0,449,"Pos",0
"venture",0.674096175255545,0,2996,"Pos",0
"scenery",0.674092550395466,0,177,"Pos",0
"bafta",0.674046739123249,0,27,"Pos",0
"affordable",0.673938153014829,0,11283,"Pos",0
"songwriters",0.67388474278819,0,23,"Pos",0
"entrepreneurial",0.673490956956619,0,1296,"Pos",0
"breads",0.673483921380402,0,2,"Pos",0
"artistry",0.673450329030031,0,11,"Pos",0
"gorgeous",0.672867024897449,0,18,"Pos",0
"recipes",0.672837893229439,0,63,"Pos",0
"designs",0.672673843533969,0,604,"Pos",0
"newest",0.672027967105339,0,254,"Pos",0
"thoughtful",0.671436399254321,0,4783,"Pos",0
"interdisciplinary",0.671357076949733,0,33,"Pos",0
"malouf",0.671332327745635,0,1,"Pos",1
"exquisite",0.671307504586452,0,69,"Pos",0
"freshness",0.671228242679208,0,52,"Pos",0
"amazing",0.671141963913422,0,3667,"Pos",0
"principal",0.670989353380183,0,7248,"Pos",0
"btec",0.670890025203077,0,102,"Pos",1
"lush",0.670751273388647,0,37,"Pos",0
"smooth",0.670493858089154,0,1425,"Pos",0
"visitor",0.670363736372702,0,1794,"Pos",0
"insight",0.670153827540415,0,1541,"Pos",0
"mentor",0.669996287355449,0,336,"Pos",0
"audubon",0.669991069921422,0,6,"Pos",0
"insights",0.669973044376394,0,374,"Pos",0
"deliver",0.669939206333308,0,38353,"Pos",0
"awarded",0.669711611441666,0,4162,"Pos",0
"meridian",0.669620262748945,0,118,"Pos",0
"saxophonist",0.669136332091054,0,1,"Pos",0
"auditorium",0.669035010175529,0,11,"Pos",0
"remarkable",0.66856210173865,0,7987,"Pos",0
"bfa",0.668540867948715,0,28,"Pos",0
"achieved",0.66845430940636,0,25527,"Pos",0
"ballet",0.668271354112927,0,158,"Pos",0
"accessible",0.668260459507134,0,4548,"Pos",0
"blessed",0.667930089059021,0,629,"Pos",0
"nod",0.667724163491578,0,1190,"Pos",0
"productive",0.667418751548193,0,4545,"Pos",0
"shuttleworth",0.667414421761768,0,20,"Pos",1
"platonic",0.667249703155872,0,31,"Pos",0
"hearty",0.667160871288003,0,103,"Pos",0
"richness",0.666073745528436,0,158,"Pos",0
"learning",0.66547803567767,0,18245,"Pos",0
"dance",0.665436120721684,0,1126,"Pos",0
"charming",0.665184764728891,0,623,"Pos",0
"fruitful",0.664940180112566,0,690,"Pos",0
"guidance",0.664312715628211,0,30012,"Pos",0
"aerosystems",0.664121235200607,0,4,"Pos",1
"tutorial",0.663560999948448,0,99,"Pos",0
"presents",0.663329920378884,0,3093,"Pos",0
"space",0.663255646163967,0,8800,"Pos",0
"honorary",0.66318682298544,0,574,"Pos",0
"craftspeople",0.663061458015425,0,23,"Pos",0
"pioneering",0.662754362970187,0,957,"Pos",0
"olive",0.662611789507809,0,213,"Pos",0
"stylist",0.662603819634473,0,10,"Pos",0
"flagship",0.662492454665291,0,1457,"Pos",0
"draughtsman",0.662441288198659,0,4,"Pos",0
"luncheon",0.662440763929341,0,80,"Pos",0
"diversified",0.662296439549782,0,318,"Pos",0
"biennial",0.662247062000591,0,39,"Pos",0
"sbir",0.662083411898865,0,3,"Pos",1
"provide",0.661772226889483,0,109169,"Pos",1
"striving",0.660994248903769,0,611,"Pos",0
"greeting",0.660606513654254,0,67,"Pos",0
"emulate",0.660506536501111,0,754,"Pos",0
"tasty",0.660487544852588,0,77,"Pos",0
"ambitious",0.660482755615307,0,5338,"Pos",0
"energetic",0.659769764949156,0,666,"Pos",0
"nuanced",0.65939474493462,0,196,"Pos",0
"innovator",0.659175843236802,0,21,"Pos",0
"kenwood",0.659072942780785,0,8,"Pos",1
"valued",0.658829594496997,0,3498,"Pos",0
"enjoyed",0.658648353831095,0,7197,"Pos",0
"congratulate",0.658592369085227,0,40618,"Pos",0
"virtuoso",0.65839187060356,0,17,"Pos",0
"prized",0.658376842436392,0,157,"Pos",0
"expo",0.658372361708045,0,72,"Pos",0
"fitzwilliam",0.658359868199125,0,29,"Pos",1
"tutor",0.658311543187535,0,256,"Pos",0
"preserves",0.657852781204303,0,288,"Pos",0
"curated",0.657832548075066,0,4,"Pos",0
"mentors",0.657809723170614,0,376,"Pos",0
"nepad",0.657737781947943,0,155,"Pos",1
"honoured",0.657687104821914,0,2495,"Pos",0
"multipurpose",0.657662705602429,0,26,"Pos",0
"brand",0.657164924293388,0,3139,"Pos",0
"milestone",0.657018655608754,0,629,"Pos",0
"preserving",0.656875520943843,0,1303,"Pos",0
"museum",0.656660307015411,0,2932,"Pos",0
"hosts",0.656476889130528,0,301,"Pos",0
"attend",0.656396335188889,0,9901,"Pos",0
"quality",0.656353307767783,0,52677,"Pos",0
"architects",0.65619311874703,0,746,"Pos",0
"whitney",0.655853777033618,0,111,"Pos",0
"renown",0.655754540871372,0,82,"Pos",0
"instrumentation",0.655585176970454,0,20,"Pos",0
"wonderfully",0.655505668178012,0,444,"Pos",0
"assembled",0.65545797574031,0,679,"Pos",0
"entrepreneurs",0.65541072106014,0,2575,"Pos",0
"platform",0.655215164415038,0,3435,"Pos",0
"inexpensive",0.655002951858837,0,202,"Pos",0
"serene",0.654994855191252,0,24,"Pos",0
"elegance",0.654991083536998,0,154,"Pos",0
"decent",0.654975575374369,0,11611,"Pos",0
"intimate",0.654974691978058,0,605,"Pos",0
"bard",0.654809064607057,0,45,"Pos",0
"handicrafts",0.654501983239621,0,6,"Pos",0
"feature",0.654314065384213,0,5347,"Pos",0
"oriented",0.654143975888581,0,530,"Pos",0
"attended",0.653812798826286,0,9001,"Pos",0
"inaugural",0.653806703509963,0,149,"Pos",0
"solo",0.653690393842666,0,91,"Pos",0
"sparkling",0.653530743773733,0,196,"Pos",0
"millionth",0.65309815414757,0,51,"Pos",0
"rendezvous",0.653071477597577,0,16,"Pos",0
"bouquet",0.652994044218521,0,40,"Pos",0
"cranbrook",0.652477464487712,0,20,"Pos",1
"instrumentalists",0.652468840502555,0,3,"Pos",0
"performers",0.652376196799943,0,519,"Pos",0
"golden",0.652098527406595,0,3690,"Pos",0
"preserve",0.651854464674524,0,4119,"Pos",0
"nurture",0.651673527677514,0,565,"Pos",0
"computing",0.651260284484953,0,445,"Pos",0
"chapel",0.651219774152153,0,365,"Pos",0
"grace",0.651215727336367,0,1455,"Pos",0
"attends",0.651036640646917,0,556,"Pos",0
"residencies",0.651032601229517,0,4,"Pos",0
"playlist",0.650967043019609,0,1,"Pos",0
"delegation",0.650794638677523,0,4476,"Pos",0
"gourmet",0.650601220370984,0,10,"Pos",0
"functionality",0.650161527204225,0,90,"Pos",0
"consists",0.650153724719473,0,1432,"Pos",0
"agreeable",0.650094673943836,0,279,"Pos",0
"essence",0.650056434460872,0,3957,"Pos",0
"ellington",0.649961628800474,0,164,"Pos",1
"sametime",0.649899409259395,0,8,"Pos",0
"choose",0.649758696226385,0,16673,"Pos",0
"portfolio",0.649144322691936,0,2129,"Pos",0
"nutritious",0.648964766383232,0,189,"Pos",0
"pico",0.648590757472077,0,3,"Pos",1
"retain",0.64841264543497,0,9852,"Pos",0
"guiding",0.648264364619465,0,930,"Pos",0
"conjunction",0.648122377287978,0,2517,"Pos",0
"classical",0.648007184126876,0,398,"Pos",0
"alongside",0.647879756007592,0,11765,"Pos",0
"dynamic",0.647792166049142,0,2785,"Pos",0
"keen",0.647740017792695,0,16478,"Pos",0
"famed",0.647370619390151,0,126,"Pos",0
"seminars",0.647174047230439,0,521,"Pos",0
"chooses",0.646903632849541,0,2142,"Pos",0
"oboist",0.646782678921837,0,1,"Pos",0
"chartwell",0.646449514369823,0,10,"Pos",0
"destination",0.646260280099479,0,1763,"Pos",0
"aspiring",0.646209872544107,0,325,"Pos",0
"favourite",0.645945615310622,0,1351,"Pos",0
"composer",0.645800058368388,0,34,"Pos",0
"festival",0.645790746687175,0,1262,"Pos",0
"collections",0.645763760702939,0,891,"Pos",0
"presented",0.645618558336788,0,13968,"Pos",0
"accomplishment",0.645313961145455,0,92,"Pos",0
"dependable",0.645269457102847,0,155,"Pos",0
"enthusiastic",0.645207435983608,0,3134,"Pos",0
"enjoying",0.644928911565245,0,2178,"Pos",0
"forfour",0.644927387805073,0,2,"Pos",1
"indispensable",0.643424645414011,0,329,"Pos",0
"mate",0.643287672918617,0,217,"Pos",0
"contemporary",0.643201802105617,0,755,"Pos",0
"minimalist",0.642775870201631,0,205,"Pos",0
"proud",0.642622222666235,0,22155,"Pos",0
"cultivates",0.642561166257827,0,14,"Pos",0
"diversity",0.642546257585293,0,5828,"Pos",0
"handcrafted",0.642447345311148,0,1,"Pos",0
"vision",0.642130776935558,0,9039,"Pos",0
"dishes",0.641591392349118,0,128,"Pos",0
